CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
400085,45,Male,36,19,2,2,Standard,Quarterly,572.13,29,0
400086,42,Male,7,4,0,2,Premium,Annual,759.67,16,0
400087,43,Female,55,22,1,11,Premium,Annual,690.84,12,0
400088,47,Male,53,8,0,16,Premium,Quarterly,924.54,16,0
400089,35,Female,29,15,2,10,Standard,Quarterly,554.84,4,0
400090,37,Male,20,27,3,6,Basic,Quarterly,837.8,29,0
400091,49,Male,28,1,1,3,Standard,Quarterly,886.07,30,0
400092,30,Male,19,28,2,14,Basic,Quarterly,904.62,2,0
400093,48,Female,25,12,1,6,Premium,Annual,699.55,5,0
400094,42,Male,5,12,1,0,Standard,Quarterly,541.78,30,0
400095,38,Male,6,1,1,16,Premium,Quarterly,963.26,4,0
400096,49,Female,35,7,2,18,Premium,Annual,970.64,14,0
400097,20,Male,18,28,1,12,Premium,Annual,978.28,14,0
400098,48,Male,60,9,0,13,Standard,Quarterly,597.33,13,0
400099,50,Male,33,18,0,7,Premium,Annual,857.22,28,0
400100,23,Female,58,1,0,1,Basic,Quarterly,733.05,11,0
400101,40,Male,51,25,4,0,Standard,Quarterly,897.54,17,0
400102,29,Male,41,11,0,2,Premium,Quarterly,537.79,11,0
400103,33,Male,3,13,0,20,Premium,Annual,928.03,18,0
400104,44,Male,46,11,4,18,Premium,Annual,980.36,21,0
400105,50,Male,1,12,5,19,Premium,Annual,866.2,28,0
400106,47,Male,26,9,2,5,Standard,Annual,728.6,16,0
400107,23,Female,60,30,0,19,Standard,Quarterly,538.98,12,0
400108,33,Female,34,4,2,19,Standard,Annual,580.84,7,0
400109,42,Female,12,15,1,10,Basic,Annual,535.66,10,0
400110,42,Male,31,8,0,1,Basic,Quarterly,590.79,6,0
400111,33,Male,13,27,3,2,Premium,Annual,661.64,14,0
400112,31,Female,32,4,3,10,Basic,Annual,554.68,5,0
400113,35,Male,32,15,2,7,Basic,Quarterly,520.14,19,0
400114,44,Female,37,13,3,20,Basic,Quarterly,755.56,4,0
400115,39,Female,31,25,0,6,Premium,Annual,925.47,4,0
400116,41,Female,51,2,0,15,Standard,Annual,962.22,13,0
400117,48,Male,19,20,0,4,Premium,Annual,634.68,30,0
400118,42,Male,54,3,3,4,Standard,Annual,580.43,22,0
400119,28,Male,58,4,1,17,Premium,Quarterly,923.37,1,0
400120,47,Male,56,22,2,4,Standard,Annual,905.03,14,0
400121,50,Male,42,26,3,8,Standard,Quarterly,849.27,23,0
400122,46,Male,20,30,1,5,Basic,Quarterly,858.96,30,0
400123,31,Female,51,29,3,5,Premium,Quarterly,713.18,8,0
400124,25,Female,43,11,2,5,Standard,Annual,570.32,15,0
400125,42,Female,5,16,3,20,Standard,Annual,670.79,6,0
400126,47,Male,54,23,3,15,Basic,Quarterly,924.25,4,0
400127,49,Female,57,1,2,5,Basic,Quarterly,910.51,14,0
400128,36,Male,9,12,0,3,Premium,Annual,837.98,13,0
400129,48,Male,56,12,4,3,Basic,Quarterly,952.54,29,0
400130,48,Female,59,3,1,5,Basic,Quarterly,625.18,5,0
400131,29,Male,31,1,1,3,Premium,Quarterly,985.46,10,0
400132,39,Female,51,17,1,15,Basic,Quarterly,673.02,4,0
400133,44,Male,7,6,2,13,Basic,Quarterly,977.67,1,0
400134,48,Female,39,22,2,13,Premium,Quarterly,924.5,1,0
400135,39,Female,41,3,1,20,Standard,Quarterly,765.33,6,0
400136,21,Male,57,20,2,17,Standard,Annual,917.55,16,0
400137,35,Male,57,7,0,13,Standard,Quarterly,651.42,16,0
400138,38,Male,25,8,3,18,Basic,Quarterly,709.31,16,0
400139,38,Female,51,24,0,17,Basic,Annual,660.95,14,0
400140,26,Male,47,4,1,13,Premium,Quarterly,670.38,6,0
400141,40,Male,17,11,1,12,Basic,Quarterly,905.43,12,0
400142,32,Male,7,25,1,15,Basic,Annual,740.76,6,0
400143,39,Male,17,26,2,2,Standard,Quarterly,993.65,19,0
400144,32,Male,53,18,1,11,Basic,Quarterly,630.43,27,0
400145,49,Female,41,8,1,0,Premium,Annual,860.11,4,0
400146,22,Female,12,17,1,4,Standard,Quarterly,933.22,4,0
400147,44,Male,52,22,1,8,Premium,Quarterly,689.04,7,0
400148,45,Male,26,25,0,10,Premium,Annual,555.8,27,0
400149,31,Male,27,28,0,19,Premium,Quarterly,861.72,22,0
400150,21,Male,29,9,0,9,Basic,Quarterly,756.34,25,0
400151,19,Male,59,19,1,20,Premium,Annual,568.6,25,0
400152,39,Male,19,22,1,2,Premium,Annual,691.73,4,0
400153,49,Male,19,25,2,19,Basic,Quarterly,551.68,24,0
400154,28,Male,47,20,0,15,Standard,Annual,986.47,17,0
400155,46,Female,28,3,0,15,Standard,Quarterly,572.25,5,0
400156,22,Female,34,22,1,4,Premium,Quarterly,913.77,6,0
400157,37,Male,37,4,3,6,Standard,Quarterly,612.72,30,0
400158,47,Male,40,3,0,9,Premium,Annual,693.42,26,0
400159,47,Male,23,13,2,11,Premium,Quarterly,748.76,29,0
400160,23,Male,23,17,2,8,Basic,Annual,794.6,23,0
400161,33,Female,43,23,1,3,Premium,Quarterly,592.1,6,0
400162,20,Male,31,2,2,5,Premium,Quarterly,744.21,7,0
400163,46,Female,24,30,3,1,Standard,Annual,534.96,15,0
400164,50,Male,23,15,0,7,Standard,Quarterly,795.51,25,0
400165,28,Male,34,14,1,5,Basic,Annual,636.07,30,0
400166,44,Male,33,8,2,10,Basic,Quarterly,897.29,20,0
400167,31,Male,33,25,0,2,Premium,Quarterly,830.1,28,0
400168,38,Male,22,17,1,20,Standard,Annual,974.71,29,0
400169,42,Male,40,19,3,18,Basic,Quarterly,843.33,2,0
400170,43,Female,16,18,4,6,Premium,Quarterly,913.55,8,0
400171,49,Male,32,7,2,13,Basic,Quarterly,531.16,15,0
400172,37,Female,41,15,0,18,Basic,Quarterly,500.81,15,0
400173,42,Female,16,13,2,20,Premium,Quarterly,901.02,15,0
400174,46,Male,14,28,3,4,Basic,Quarterly,735.04,8,0
400175,40,Male,27,13,3,3,Basic,Quarterly,911.92,23,0
400176,20,Male,56,19,0,12,Standard,Quarterly,759.52,4,0
400177,44,Male,45,17,3,20,Standard,Quarterly,669.16,13,0
400178,27,Female,30,23,2,7,Premium,Annual,854.16,12,0
400179,43,Male,23,30,0,7,Premium,Annual,639.15,29,0
400180,33,Female,32,17,2,1,Standard,Annual,637.8,9,0
400181,36,Female,40,27,3,8,Standard,Quarterly,881.89,6,0
400182,40,Male,36,28,2,2,Basic,Annual,731.4,20,0
400183,49,Male,21,12,1,19,Premium,Annual,788.42,3,0
400184,29,Female,46,23,1,13,Premium,Annual,822.73,9,0
400185,46,Male,55,6,1,14,Premium,Quarterly,993.7,16,0
400186,34,Female,45,3,2,14,Premium,Annual,796.05,9,0
400187,41,Male,13,20,3,7,Standard,Quarterly,857.72,4,0
400188,44,Female,55,14,4,18,Basic,Annual,601.4,5,0
400189,19,Male,45,7,0,0,Basic,Annual,980.59,22,0
400190,43,Male,6,16,4,2,Premium,Quarterly,564.58,13,0
400191,46,Male,17,25,3,4,Standard,Quarterly,831.53,18,0
400192,39,Male,30,1,3,15,Basic,Annual,734.38,5,0
400193,26,Female,44,28,1,1,Standard,Quarterly,723.98,15,0
400194,24,Male,8,17,1,8,Basic,Annual,610.11,22,0
400195,33,Male,17,17,1,18,Standard,Annual,786.18,23,0
400196,29,Male,25,26,2,4,Premium,Quarterly,955.23,13,0
400197,46,Male,28,5,0,7,Basic,Quarterly,988.53,14,0
400198,44,Female,53,14,3,13,Basic,Annual,965.93,1,0
400199,46,Male,16,28,0,5,Basic,Quarterly,626.79,18,0
400200,47,Male,24,30,1,7,Standard,Quarterly,622.74,1,0
400201,44,Male,31,9,3,0,Premium,Quarterly,643.66,7,0
400202,41,Female,34,5,1,7,Premium,Quarterly,772.8,6,0
400203,22,Male,38,12,2,12,Premium,Quarterly,626.28,22,0
400204,34,Male,41,27,0,7,Basic,Annual,738.46,22,0
400205,21,Female,51,27,0,16,Premium,Quarterly,500.18,10,0
400206,44,Male,6,19,4,3,Premium,Quarterly,573.38,6,0
400207,27,Male,60,7,0,0,Standard,Quarterly,721.26,4,0
400208,23,Male,33,15,1,20,Basic,Quarterly,826.61,15,0
400209,30,Male,52,23,3,19,Standard,Quarterly,520.59,6,0
400210,46,Male,7,18,0,6,Premium,Quarterly,647.72,29,0
400211,45,Female,43,29,4,10,Premium,Annual,614.24,11,0
400212,45,Male,41,27,4,14,Premium,Quarterly,684.97,6,0
400213,34,Female,42,22,2,16,Premium,Annual,911.7,5,0
400214,27,Male,9,18,0,5,Premium,Quarterly,939.01,13,0
400215,29,Male,45,11,1,2,Premium,Quarterly,961.4,30,0
400216,46,Female,41,11,0,9,Basic,Quarterly,707.55,13,0
400217,43,Male,53,23,2,9,Basic,Quarterly,776.57,21,0
400218,33,Female,52,6,3,0,Premium,Quarterly,961.32,7,0
400219,33,Male,34,22,1,15,Basic,Annual,998.8,26,0
400220,45,Male,56,17,0,11,Basic,Annual,806.78,2,0
400221,23,Female,8,5,0,6,Standard,Quarterly,739.14,13,0
400222,44,Male,23,12,0,17,Premium,Quarterly,532.95,9,0
400223,31,Male,57,6,2,18,Premium,Annual,729.08,8,0
400224,36,Female,7,15,0,7,Standard,Annual,620.92,11,0
400225,49,Female,30,20,3,11,Standard,Annual,910.01,13,0
400226,43,Male,13,12,1,1,Premium,Annual,734.3,14,0
400227,37,Female,31,22,1,15,Premium,Quarterly,628.39,6,0
400228,41,Female,4,26,1,11,Premium,Quarterly,518.67,10,0
400229,44,Male,16,18,2,19,Basic,Annual,838.1,16,0
400230,40,Male,9,28,2,0,Basic,Annual,866.11,14,0
400231,22,Male,42,9,1,11,Standard,Annual,513.35,8,0
400232,40,Male,28,8,0,12,Standard,Annual,831.22,5,0
400233,26,Female,34,25,0,13,Premium,Quarterly,956.83,8,0
400234,46,Female,45,7,0,18,Standard,Annual,651.86,1,0
400235,24,Male,43,9,2,9,Basic,Quarterly,845.08,6,0
400236,21,Male,31,17,1,14,Basic,Annual,572.16,8,0
400237,49,Female,7,7,0,9,Standard,Quarterly,852.25,7,0
400238,25,Male,43,3,1,14,Basic,Quarterly,798.92,24,0
400239,49,Female,54,21,2,9,Premium,Annual,993.48,15,0
400240,37,Male,10,15,2,17,Premium,Quarterly,925.64,10,0
400241,39,Male,43,11,2,11,Standard,Annual,928.46,10,0
400242,28,Male,56,14,1,14,Standard,Annual,616.13,6,0
400243,38,Male,12,16,0,12,Standard,Quarterly,715.59,26,0
400244,38,Female,45,17,1,13,Basic,Annual,527.52,4,0
400245,21,Male,18,25,0,20,Premium,Annual,601.76,17,0
400246,21,Male,43,24,2,10,Standard,Annual,845.44,28,0
400247,40,Female,7,20,4,18,Standard,Quarterly,783.37,12,0
400248,41,Male,24,16,1,8,Premium,Quarterly,562.36,9,0
400249,33,Male,56,8,1,0,Premium,Quarterly,910.11,27,0
400250,35,Male,47,28,1,0,Standard,Annual,761.36,5,0
400251,36,Female,21,30,0,19,Standard,Quarterly,760.98,7,0
400252,26,Male,8,2,1,1,Basic,Quarterly,798.11,27,0
400253,33,Male,31,9,3,7,Standard,Annual,668.54,21,0
400254,34,Male,33,5,3,19,Basic,Quarterly,686.58,11,0
400255,46,Male,50,25,1,4,Basic,Quarterly,674.96,26,0
400256,27,Female,1,12,2,18,Premium,Annual,808.73,6,0
400257,26,Male,52,17,1,13,Premium,Quarterly,956.15,19,0
400258,49,Male,42,23,2,14,Standard,Quarterly,651.82,18,0
400259,45,Male,50,24,4,2,Basic,Quarterly,742.77,8,0
400260,41,Male,49,14,3,9,Premium,Quarterly,909.66,1,0
400261,21,Female,47,11,0,2,Basic,Annual,916.36,13,0
400262,49,Female,25,6,1,13,Premium,Quarterly,896.53,3,0
400263,20,Male,5,4,0,1,Premium,Annual,654.26,18,0
400264,32,Male,32,27,0,13,Standard,Quarterly,690.94,10,0
400265,45,Female,38,9,4,14,Premium,Annual,773.45,3,0
400266,41,Female,60,26,0,2,Premium,Quarterly,941.78,5,0
400267,49,Male,22,17,3,20,Premium,Quarterly,857.22,3,0
400268,29,Male,46,14,0,7,Premium,Quarterly,620.21,30,0
400269,34,Female,33,4,2,20,Standard,Quarterly,984.33,6,0
400270,23,Male,21,27,2,19,Premium,Annual,618.33,6,0
400271,24,Female,20,10,2,2,Basic,Annual,836.02,1,0
400272,39,Male,30,12,3,20,Standard,Quarterly,764.8,8,0
400273,46,Male,21,20,4,7,Basic,Quarterly,878.66,1,0
400274,26,Male,26,2,0,3,Premium,Quarterly,695.15,4,0
400275,34,Male,50,9,0,17,Standard,Quarterly,928.35,14,0
400276,34,Male,36,21,3,3,Basic,Quarterly,979.82,24,0
400277,35,Male,10,30,3,19,Premium,Annual,880.65,11,0
400278,45,Male,18,23,3,16,Standard,Annual,832.24,20,0
400279,39,Male,10,22,1,16,Standard,Annual,995.81,19,0
400280,23,Male,49,15,1,14,Premium,Quarterly,834.44,6,0
400281,46,Male,4,18,3,19,Premium,Annual,629.96,28,0
400282,21,Female,45,27,2,10,Premium,Quarterly,933.86,6,0
400283,27,Female,40,26,1,4,Basic,Annual,504.35,12,0
400284,24,Male,28,17,1,18,Standard,Annual,900.74,17,0
400285,35,Female,42,5,3,14,Standard,Quarterly,589.36,14,0
400286,42,Male,10,14,1,11,Premium,Annual,665.31,12,0
400287,35,Male,43,12,3,1,Basic,Quarterly,526.66,5,0
400288,46,Male,37,17,1,17,Standard,Annual,613.47,22,0
400289,42,Male,44,18,4,1,Basic,Quarterly,698.17,11,0
400290,31,Male,47,18,3,3,Standard,Quarterly,915.76,16,0
400291,35,Male,28,30,2,7,Basic,Quarterly,929.82,2,0
400292,33,Female,29,15,3,8,Basic,Quarterly,877.57,12,0
400293,33,Female,2,16,1,3,Standard,Quarterly,509.11,8,0
400294,28,Female,31,19,1,5,Standard,Quarterly,643.47,1,0
400295,42,Male,51,18,2,19,Basic,Quarterly,863.47,20,0
400296,20,Male,15,26,2,16,Basic,Annual,861.87,25,0
400297,24,Male,53,15,0,0,Basic,Quarterly,706.19,20,0
400298,22,Female,60,9,2,8,Basic,Quarterly,692.13,11,0
400299,42,Male,54,9,2,8,Premium,Quarterly,542.44,4,0
400300,31,Male,55,11,3,15,Basic,Quarterly,663.84,14,0
400301,35,Female,17,14,2,5,Basic,Annual,897.88,9,0
400302,49,Male,52,13,3,5,Basic,Quarterly,585.01,22,0
400303,36,Male,8,13,0,13,Standard,Annual,826.66,29,0
400304,48,Male,53,11,0,2,Premium,Quarterly,512.13,8,0
400305,37,Female,19,26,1,17,Premium,Annual,596.37,12,0
400306,34,Male,8,14,1,12,Premium,Annual,514.18,3,0
400307,33,Male,37,21,3,0,Basic,Quarterly,778.54,13,0
400308,39,Female,48,28,1,16,Basic,Quarterly,587.49,12,0
400309,50,Male,20,18,2,5,Basic,Annual,943.83,24,0
400310,33,Female,23,29,3,18,Basic,Quarterly,675.09,2,0
400311,47,Male,28,5,0,20,Standard,Annual,663.3,6,0
400312,32,Male,20,12,0,17,Standard,Quarterly,621.42,18,0
400313,23,Male,6,28,0,11,Standard,Quarterly,996.25,8,0
400314,31,Male,26,27,1,2,Basic,Annual,901,3,0
400315,41,Female,44,17,0,3,Standard,Quarterly,991.35,5,0
400316,26,Female,18,15,1,14,Basic,Quarterly,555.62,11,0
400317,34,Male,37,1,0,17,Premium,Annual,805.76,11,0
400318,42,Male,59,8,4,1,Basic,Quarterly,920.81,5,0
400319,49,Female,58,14,0,11,Standard,Quarterly,632.17,2,0
400320,34,Female,16,23,1,5,Basic,Quarterly,731.69,3,0
400321,44,Male,39,1,4,3,Basic,Annual,777.52,27,0
400322,48,Female,8,17,2,8,Standard,Quarterly,569.46,15,0
400323,50,Male,38,19,4,0,Basic,Quarterly,830.37,12,0
400324,31,Male,42,28,0,10,Standard,Quarterly,548.78,2,0
400325,32,Male,51,1,1,15,Premium,Quarterly,903.21,6,0
400326,35,Male,48,16,1,14,Premium,Quarterly,876.94,3,0
400327,49,Male,5,6,2,6,Premium,Quarterly,621.47,14,0
400328,42,Male,58,17,1,8,Premium,Annual,774.94,22,0
400329,30,Female,49,19,2,0,Standard,Quarterly,787.74,15,0
400330,45,Male,38,4,0,13,Premium,Quarterly,957.31,1,0
400331,38,Male,51,1,1,2,Standard,Annual,710.18,1,0
400332,25,Female,47,7,1,2,Standard,Quarterly,579.4,8,0
400333,40,Female,41,18,4,5,Premium,Annual,717.29,4,0
400334,31,Male,44,22,1,3,Standard,Quarterly,618.25,13,0
400335,30,Male,29,25,1,14,Basic,Quarterly,671.6,27,0
400336,50,Male,32,6,1,14,Standard,Annual,836.68,26,0
400337,38,Female,57,24,1,12,Standard,Quarterly,988.19,2,0
400338,43,Female,15,29,0,0,Basic,Quarterly,528.66,2,0
400339,37,Male,58,28,0,1,Basic,Quarterly,500.53,17,0
400340,32,Female,43,14,3,0,Basic,Annual,746.18,15,0
400341,25,Male,45,19,0,15,Basic,Quarterly,975.15,7,0
400342,32,Male,21,12,2,4,Standard,Annual,961.24,15,0
400343,32,Male,42,17,3,11,Basic,Annual,518.64,27,0
400344,22,Female,29,7,0,5,Premium,Quarterly,982.64,15,0
400345,49,Female,28,12,3,18,Basic,Quarterly,867,14,0
400346,25,Male,17,30,2,5,Standard,Annual,934.05,24,0
400347,49,Female,51,12,1,14,Premium,Annual,683.65,2,0
400348,37,Male,59,21,3,9,Premium,Annual,822.11,25,0
400349,47,Male,36,30,2,19,Basic,Annual,584.54,20,0
400350,20,Male,44,2,0,16,Premium,Quarterly,617.67,11,0
400351,47,Female,42,1,0,5,Basic,Quarterly,627.59,9,0
400352,40,Male,33,12,3,14,Standard,Annual,997.63,15,0
400353,27,Female,20,20,1,2,Premium,Quarterly,758.72,11,0
400354,30,Male,32,20,2,13,Basic,Annual,923.05,25,0
400355,50,Male,16,25,5,20,Basic,Annual,586.16,1,0
400356,38,Male,4,12,1,9,Premium,Quarterly,563.79,11,0
400357,43,Male,57,12,4,1,Premium,Quarterly,685.31,27,0
400358,18,Male,47,3,1,10,Standard,Quarterly,653.75,17,0
400359,50,Female,10,10,1,13,Standard,Annual,768.94,2,0
400360,23,Male,54,19,1,5,Premium,Quarterly,588.59,30,0
400361,50,Male,54,27,5,10,Premium,Annual,618.47,24,0
400362,36,Male,52,30,0,5,Basic,Quarterly,573.82,15,0
400363,30,Male,26,17,2,10,Premium,Annual,642.24,1,0
400364,22,Female,11,25,2,12,Standard,Annual,673.21,13,0
400365,33,Female,14,17,1,9,Basic,Annual,548.06,2,0
400366,29,Male,32,4,2,14,Basic,Annual,950.26,6,0
400367,50,Female,44,29,0,17,Basic,Annual,682.73,15,0
400368,45,Female,57,30,1,4,Standard,Annual,935.45,9,0
400369,29,Male,54,30,1,11,Standard,Quarterly,912.17,6,0
400370,42,Male,15,28,0,12,Standard,Annual,851.73,21,0
400371,41,Female,11,13,1,8,Basic,Annual,920,1,0
400372,33,Female,25,4,2,4,Basic,Quarterly,793.7,4,0
400373,37,Male,54,8,2,16,Basic,Quarterly,888.06,5,0
400374,39,Male,3,5,2,5,Standard,Annual,906.88,19,0
400375,22,Female,46,20,0,13,Standard,Quarterly,902.29,4,0
400376,32,Male,15,27,0,18,Premium,Quarterly,623.91,5,0
400377,45,Male,46,14,4,1,Standard,Annual,596.19,1,0
400378,34,Female,30,21,2,15,Premium,Quarterly,532.79,7,0
400379,48,Male,37,20,1,15,Basic,Annual,608.5,13,0
400380,30,Female,20,17,3,3,Basic,Quarterly,725.2,1,0
400381,42,Male,49,27,2,4,Premium,Annual,584.87,16,0
400382,18,Male,27,6,0,14,Standard,Annual,819.43,5,0
400383,29,Male,33,20,2,13,Standard,Annual,831.25,21,0
400384,50,Male,13,11,2,9,Premium,Quarterly,879.6,11,0
400385,46,Male,58,15,3,16,Standard,Annual,521.14,23,0
400386,33,Male,40,16,3,11,Basic,Annual,847.49,26,0
400387,43,Male,36,12,4,8,Standard,Annual,638.23,25,0
400388,43,Male,2,2,4,14,Standard,Quarterly,938.86,8,0
400389,47,Female,4,9,3,20,Premium,Annual,967.99,12,0
400390,50,Male,21,13,5,8,Premium,Annual,628.54,18,0
400391,43,Male,50,25,4,11,Basic,Quarterly,989.51,15,0
400392,50,Male,7,14,1,19,Basic,Annual,538.07,11,0
400393,47,Male,33,11,4,17,Premium,Quarterly,848.43,21,0
400394,47,Male,50,8,0,11,Premium,Quarterly,568.85,10,0
400395,36,Female,24,20,3,1,Basic,Quarterly,899.17,6,0
400396,41,Male,53,18,2,9,Standard,Annual,749.56,24,0
400397,41,Female,6,19,2,2,Standard,Quarterly,511.63,15,0
400398,25,Female,18,20,0,12,Premium,Quarterly,608.85,12,0
400399,32,Female,51,15,2,15,Premium,Annual,750.44,12,0
400400,40,Female,18,12,4,1,Standard,Annual,708.06,6,0
400401,24,Male,8,25,0,12,Premium,Annual,866.43,28,0
400402,50,Female,59,2,4,14,Premium,Quarterly,536.36,6,0
400403,43,Male,43,8,3,1,Standard,Annual,595.03,12,0
400404,39,Male,60,1,0,4,Basic,Quarterly,611.97,11,0
400405,49,Female,60,5,3,7,Basic,Quarterly,642.49,8,0
400406,40,Male,13,18,2,20,Standard,Quarterly,626.25,15,0
400407,40,Male,27,6,1,17,Basic,Annual,966.28,12,0
400408,42,Male,47,11,3,18,Premium,Quarterly,989.12,7,0
400409,31,Female,59,13,0,13,Standard,Annual,836.07,1,0
400410,41,Male,59,19,3,9,Standard,Quarterly,579.14,20,0
400411,18,Male,36,8,1,3,Standard,Annual,545.22,23,0
400412,50,Male,55,14,2,20,Standard,Quarterly,772.4,11,0
400413,30,Male,32,3,3,18,Premium,Quarterly,879.13,24,0
400414,40,Female,10,21,3,1,Standard,Annual,861.98,10,0
400415,46,Female,53,21,3,17,Standard,Annual,767.87,13,0
400416,23,Male,54,19,2,10,Basic,Annual,899.85,13,0
400417,40,Male,39,9,0,3,Premium,Quarterly,787.76,3,0
400418,33,Female,38,16,2,18,Premium,Quarterly,556.68,2,0
